"CRC32";"lastAccessTime";"lastModifiedTime";"creationTime";"rootFolder";"subFolder0";"subFolder1";"subFolder2";"subFolder3";"subFolder4";"subFolder5";"subFolder6";"subFolder7";"subFolder8";"subFolder9";"fileName";"fileExtension";"growthMedium";"celltype";"measurementPosition";"measurementTime";"objective";"~File location";""
"49d6d44e";"2015-03-19, 13:01:24";"2015-03-19, 13:01:24";"2015-03-19, 13:01:24";"C:";"Users";"Pippow";"Arbeit";"LifeHCA";"MAVO_Optiscell";"BSCW";"OPTISCELL";"Raman Daten";"BHK 570";"BHK Faktor VII (Producer)";"BHKFVII_570_Medium_60wi_50sec_Cs4";"asc";"Medium";"BHKFVII";"_Cs";"50sec";"60wi";"~C:\\Users\\Pippow\\Arbeit\\LifeHCA\\MAVO_Optiscell\\BSCW\\OPTISCELL\\Raman Daten\\BHK 570\\BHK Faktor VII (Producer)\\BHKFVII_570_Medium_60wi_50sec_Cs4.asc";""
"a68462af";"2015-03-19, 13:01:24";"2015-03-19, 13:01:24";"2015-03-19, 13:01:24";"C:";"Users";"Pippow";"Arbeit";"LifeHCA";"MAVO_Optiscell";"BSCW";"OPTISCELL";"Raman Daten";"BHK 570";"BHK Faktor VII (Producer)";"BHKFVII_570_Medium_60wi_50sec_Cs5";"asc";"Medium";"BHKFVII";"_Cs";"50sec";"60wi";"~C:\\Users\\Pippow\\Arbeit\\LifeHCA\\MAVO_Optiscell\\BSCW\\OPTISCELL\\Raman Daten\\BHK 570\\BHK Faktor VII (Producer)\\BHKFVII_570_Medium_60wi_50sec_Cs5.asc";""
"4c02bfcd";"2015-03-19, 13:01:24";"2015-03-19, 13:01:24";"2015-03-19, 13:01:24";"C:";"Users";"Pippow";"Arbeit";"LifeHCA";"MAVO_Optiscell";"BSCW";"OPTISCELL";"Raman Daten";"BHK 570";"BHK Faktor VII (Producer)";"BHKFVII_570_Medium_60wi_50sec_Cs6";"asc";"Medium";"BHKFVII";"_Cs";"50sec";"60wi";"~C:\\Users\\Pippow\\Arbeit\\LifeHCA\\MAVO_Optiscell\\BSCW\\OPTISCELL\\Raman Daten\\BHK 570\\BHK Faktor VII (Producer)\\BHKFVII_570_Medium_60wi_50sec_Cs6.asc";""
"a350092c";"2015-03-19, 13:01:24";"2015-03-19, 13:01:24";"2015-03-19, 13:01:24";"C:";"Users";"Pippow";"Arbeit";"LifeHCA";"MAVO_Optiscell";"BSCW";"OPTISCELL";"Raman Daten";"BHK 570";"BHK Faktor VII (Producer)";"BHKFVII_570_Medium_60wi_50sec_Cs7";"asc";"Medium";"BHKFVII";"_Cs";"50sec";"60wi";"~C:\\Users\\Pippow\\Arbeit\\LifeHCA\\MAVO_Optiscell\\BSCW\\OPTISCELL\\Raman Daten\\BHK 570\\BHK Faktor VII (Producer)\\BHKFVII_570_Medium_60wi_50sec_Cs7.asc";""
"552fad44";"2015-03-19, 13:01:24";"2015-03-19, 13:01:24";"2015-03-19, 13:01:24";"C:";"Users";"Pippow";"Arbeit";"LifeHCA";"MAVO_Optiscell";"BSCW";"OPTISCELL";"Raman Daten";"BHK 570";"BHK Faktor VII (Producer)";"BHKFVII_570_Medium_60wi_50sec_Cs8";"asc";"Medium";"BHKFVII";"_Cs";"50sec";"60wi";"~C:\\Users\\Pippow\\Arbeit\\LifeHCA\\MAVO_Optiscell\\BSCW\\OPTISCELL\\Raman Daten\\BHK 570\\BHK Faktor VII (Producer)\\BHKFVII_570_Medium_60wi_50sec_Cs8.asc";""
"ba7d1ba5";"2015-03-19, 13:01:24";"2015-03-19, 13:01:24";"2015-03-19, 13:01:24";"C:";"Users";"Pippow";"Arbeit";"LifeHCA";"MAVO_Optiscell";"BSCW";"OPTISCELL";"Raman Daten";"BHK 570";"BHK Faktor VII (Producer)";"BHKFVII_570_Medium_60wi_50sec_Cs9";"asc";"Medium";"BHKFVII";"_Cs";"50sec";"60wi";"~C:\\Users\\Pippow\\Arbeit\\LifeHCA\\MAVO_Optiscell\\BSCW\\OPTISCELL\\Raman Daten\\BHK 570\\BHK Faktor VII (Producer)\\BHKFVII_570_Medium_60wi_50sec_Cs9.asc";""
"8931a3e3";"2015-03-19, 13:01:24";"2015-03-19, 13:01:24";"2015-03-19, 13:01:24";"C:";"Users";"Pippow";"Arbeit";"LifeHCA";"MAVO_Optiscell";"BSCW";"OPTISCELL";"Raman Daten";"BHK 570";"BHK Faktor VII (Producer)";"BHKFVII_570_Medium_60wi_50sec_ZK1";"asc";"Medium";"BHKFVII";"_ZK";"50sec";"60wi";"~C:\\Users\\Pippow\\Arbeit\\LifeHCA\\MAVO_Optiscell\\BSCW\\OPTISCELL\\Raman Daten\\BHK 570\\BHK Faktor VII (Producer)\\BHKFVII_570_Medium_60wi_50sec_ZK1.asc";""
"8396311f";"2015-03-19, 13:01:24";"2015-03-19, 13:01:24";"2015-03-19, 13:01:24";"C:";"Users";"Pippow";"Arbeit";"LifeHCA";"MAVO_Optiscell";"BSCW";"OPTISCELL";"Raman Daten";"BHK 570";"BHK Faktor VII (Producer)";"BHKFVII_570_Medium_60wi_50sec_ZK10";"asc";"Medium";"BHKFVII";"_ZK";"50sec";"60wi";"~C:\\Users\\Pippow\\Arbeit\\LifeHCA\\MAVO_Optiscell\\BSCW\\OPTISCELL\\Raman Daten\\BHK 570\\BHK Faktor VII (Producer)\\BHKFVII_570_Medium_60wi_50sec_ZK10.asc";""
"35a3e30e";"2015-03-19, 13:01:24";"2015-03-19, 13:01:24";"2015-03-19, 13:01:24";"C:";"Users";"Pippow";"Arbeit";"LifeHCA";"MAVO_Optiscell";"BSCW";"OPTISCELL";"Raman Daten";"BHK 570";"BHK Faktor VII (Producer)";"BHKFVII_570_Medium_60wi_50sec_ZK11 (1)";"asc";"Medium";"BHKFVII";"_ZK";"50sec";"60wi";"~C:\\Users\\Pippow\\Arbeit\\LifeHCA\\MAVO_Optiscell\\BSCW\\OPTISCELL\\Raman Daten\\BHK 570\\BHK Faktor VII (Producer)\\BHKFVII_570_Medium_60wi_50sec_ZK11 (1).asc";""
"4630dfb8";"2015-03-19, 13:01:24";"2015-03-19, 13:01:24";"2015-03-19, 13:01:24";"C:";"Users";"Pippow";"Arbeit";"LifeHCA";"MAVO_Optiscell";"BSCW";"OPTISCELL";"Raman Daten";"BHK 570";"BHK Faktor VII (Producer)";"BHKFVII_570_Medium_60wi_50sec_ZK11 (10)";"asc";"Medium";"BHKFVII";"_ZK";"50sec";"60wi";"~C:\\Users\\Pippow\\Arbeit\\LifeHCA\\MAVO_Optiscell\\BSCW\\OPTISCELL\\Raman Daten\\BHK 570\\BHK Faktor VII (Producer)\\BHKFVII_570_Medium_60wi_50sec_ZK11 (10).asc";""
"91d25fe0";"2015-03-19, 13:01:24";"2015-03-19, 13:01:24";"2015-03-19, 13:01:24";"C:";"Users";"Pippow";"Arbeit";"LifeHCA";"MAVO_Optiscell";"BSCW";"OPTISCELL";"Raman Daten";"BHK 570";"BHK Faktor VII (Producer)";"BHKFVII_570_Medium_60wi_50sec_ZK11 (11)";"asc";"Medium";"BHKFVII";"_ZK";"50sec";"60wi";"~C:\\Users\\Pippow\\Arbeit\\LifeHCA\\MAVO_Optiscell\\BSCW\\OPTISCELL\\Raman Daten\\BHK 570\\BHK Faktor VII (Producer)\\BHKFVII_570_Medium_60wi_50sec_ZK11 (11).asc";""
"3284d949";"2015-03-19, 13:01:24";"2015-03-19, 13:01:24";"2015-03-19, 13:01:24";"C:";"Users";"Pippow";"Arbeit";"LifeHCA";"MAVO_Optiscell";"BSCW";"OPTISCELL";"Raman Daten";"BHK 570";"BHK Faktor VII (Producer)";"BHKFVII_570_Medium_60wi_50sec_ZK11 (12)";"asc";"Medium";"BHKFVII";"_ZK";"50sec";"60wi";"~C:\\Users\\Pippow\\Arbeit\\LifeHCA\\MAVO_Optiscell\\BSCW\\OPTISCELL\\Raman Daten\\BHK 570\\BHK Faktor VII (Producer)\\BHKFVII_570_Medium_60wi_50sec_ZK11 (12).asc";""
"e5665911";"2015-03-19, 13:01:24";"2015-03-19, 13:01:24";"2015-03-19, 13:01:24";"C:";"Users";"Pippow";"Arbeit";"LifeHCA";"MAVO_Optiscell";"BSCW";"OPTISCELL";"Raman Daten";"BHK 570";"BHK Faktor VII (Producer)";"BHKFVII_570_Medium_60wi_50sec_ZK11 (13)";"asc";"Medium";"BHKFVII";"_ZK";"50sec";"60wi";"~C:\\Users\\Pippow\\Arbeit\\LifeHCA\\MAVO_Optiscell\\BSCW\\OPTISCELL\\Raman Daten\\BHK 570\\BHK Faktor VII (Producer)\\BHKFVII_570_Medium_60wi_50sec_ZK11 (13).asc";""
"af58d25a";"2015-03-19, 13:01:24";"2015-03-19, 13:01:24";"2015-03-19, 13:01:24";"C:";"Users";"Pippow";"Arbeit";"LifeHCA";"MAVO_Optiscell";"BSCW";"OPTISCELL";"Raman Daten";"BHK 570";"BHK Faktor VII (Producer)";"BHKFVII_570_Medium_60wi_50sec_ZK11 (14)";"asc";"Medium";"BHKFVII";"_ZK";"50sec";"60wi";"~C:\\Users\\Pippow\\Arbeit\\LifeHCA\\MAVO_Optiscell\\BSCW\\OPTISCELL\\Raman Daten\\BHK 570\\BHK Faktor VII (Producer)\\BHKFVII_570_Medium_60wi_50sec_ZK11 (14).asc";""
"78ba5202";"2015-03-19, 13:01:24";"2015-03-19, 13:01:24";"2015-03-19, 13:01:24";"C:";"Users";"Pippow";"Arbeit";"LifeHCA";"MAVO_Optiscell";"BSCW";"OPTISCELL";"Raman Daten";"BHK 570";"BHK Faktor VII (Producer)";"BHKFVII_570_Medium_60wi_50sec_ZK11 (15)";"asc";"Medium";"BHKFVII";"_ZK";"50sec";"60wi";"~C:\\Users\\Pippow\\Arbeit\\LifeHCA\\MAVO_Optiscell\\BSCW\\OPTISCELL\\Raman Daten\\BHK 570\\BHK Faktor VII (Producer)\\BHKFVII_570_Medium_60wi_50sec_ZK11 (15).asc";""
"dbecd4ab";"2015-03-19, 13:01:24";"2015-03-19, 13:01:24";"2015-03-19, 13:01:24";"C:";"Users";"Pippow";"Arbeit";"LifeHCA";"MAVO_Optiscell";"BSCW";"OPTISCELL";"Raman Daten";"BHK 570";"BHK Faktor VII (Producer)";"BHKFVII_570_Medium_60wi_50sec_ZK11 (16)";"asc";"Medium";"BHKFVII";"_ZK";"50sec";"60wi";"~C:\\Users\\Pippow\\Arbeit\\LifeHCA\\MAVO_Optiscell\\BSCW\\OPTISCELL\\Raman Daten\\BHK 570\\BHK Faktor VII (Producer)\\BHKFVII_570_Medium_60wi_50sec_ZK11 (16).asc";""
"c0e54f3";"2015-03-19, 13:01:24";"2015-03-19, 13:01:24";"2015-03-19, 13:01:24";"C:";"Users";"Pippow";"Arbeit";"LifeHCA";"MAVO_Optiscell";"BSCW";"OPTISCELL";"Raman Daten";"BHK 570";"BHK Faktor VII (Producer)";"BHKFVII_570_Medium_60wi_50sec_ZK11 (17)";"asc";"Medium";"BHKFVII";"_ZK";"50sec";"60wi";"~C:\\Users\\Pippow\\Arbeit\\LifeHCA\\MAVO_Optiscell\\BSCW\\OPTISCELL\\Raman Daten\\BHK 570\\BHK Faktor VII (Producer)\\BHKFVII_570_Medium_60wi_50sec_ZK11 (17).asc";""
"4f91c23d";"2015-03-19, 13:01:24";"2015-03-19, 13:01:24";"2015-03-19, 13:01:24";"C:";"Users";"Pippow";"Arbeit";"LifeHCA";"MAVO_Optiscell";"BSCW";"OPTISCELL";"Raman Daten";"BHK 570";"BHK Faktor VII (Producer)";"BHKFVII_570_Medium_60wi_50sec_ZK11 (18)";"asc";"Medium";"BHKFVII";"_ZK";"50sec";"60wi";"~C:\\Users\\Pippow\\Arbeit\\LifeHCA\\MAVO_Optiscell\\BSCW\\OPTISCELL\\Raman Daten\\BHK 570\\BHK Faktor VII (Producer)\\BHKFVII_570_Medium_60wi_50sec_ZK11 (18).asc";""
"98734265";"2015-03-19, 13:01:24";"2015-03-19, 13:01:24";"2015-03-19, 13:01:24";"C:";"Users";"Pippow";"Arbeit";"LifeHCA";"MAVO_Optiscell";"BSCW";"OPTISCELL";"Raman Daten";"BHK 570";"BHK Faktor VII (Producer)";"BHKFVII_570_Medium_60wi_50sec_ZK11 (19)";"asc";"Medium";"BHKFVII";"_ZK";"50sec";"60wi";"~C:\\Users\\Pippow\\Arbeit\\LifeHCA\\MAVO_Optiscell\\BSCW\\OPTISCELL\\Raman Daten\\BHK 570\\BHK Faktor VII (Producer)\\BHKFVII_570_Medium_60wi_50sec_ZK11 (19).asc";""
"96f565a7";"2015-03-19, 13:01:24";"2015-03-19, 13:01:24";"2015-03-19, 13:01:24";"C:";"Users";"Pippow";"Arbeit";"LifeHCA";"MAVO_Optiscell";"BSCW";"OPTISCELL";"Raman Daten";"BHK 570";"BHK Faktor VII (Producer)";"BHKFVII_570_Medium_60wi_50sec_ZK11 (2)";"asc";"Medium";"BHKFVII";"_ZK";"50sec";"60wi";"~C:\\Users\\Pippow\\Arbeit\\LifeHCA\\MAVO_Optiscell\\BSCW\\OPTISCELL\\Raman Daten\\BHK 570\\BHK Faktor VII (Producer)\\BHKFVII_570_Medium_60wi_50sec_ZK11 (2).asc";""
"e9999272";"2015-03-19, 13:01:24";"2015-03-19, 13:01:24";"2015-03-19, 13:01:24";"C:";"Users";"Pippow";"Arbeit";"LifeHCA";"MAVO_Optiscell";"BSCW";"OPTISCELL";"Raman Daten";"BHK 570";"BHK Faktor VII (Producer)";"BHKFVII_570_Medium_60wi_50sec_ZK11 (20)";"asc";"Medium";"BHKFVII";"_ZK";"50sec";"60wi";"~C:\\Users\\Pippow\\Arbeit\\LifeHCA\\MAVO_Optiscell\\BSCW\\OPTISCELL\\Raman Daten\\BHK 570\\BHK Faktor VII (Producer)\\BHKFVII_570_Medium_60wi_50sec_ZK11 (20).asc";""
"4117e5ff";"2015-03-19, 13:01:24";"2015-03-19, 13:01:24";"2015-03-19, 13:01:24";"C:";"Users";"Pippow";"Arbeit";"LifeHCA";"MAVO_Optiscell";"BSCW";"OPTISCELL";"Raman Daten";"BHK 570";"BHK Faktor VII (Producer)";"BHKFVII_570_Medium_60wi_50sec_ZK11 (3)";"asc";"Medium";"BHKFVII";"_ZK";"50sec";"60wi";"~C:\\Users\\Pippow\\Arbeit\\LifeHCA\\MAVO_Optiscell\\BSCW\\OPTISCELL\\Raman Daten\\BHK 570\\BHK Faktor VII (Producer)\\BHKFVII_570_Medium_60wi_50sec_ZK11 (3).asc";""
"b296eb4";"2015-03-19, 13:01:24";"2015-03-19, 13:01:24";"2015-03-19, 13:01:24";"C:";"Users";"Pippow";"Arbeit";"LifeHCA";"MAVO_Optiscell";"BSCW";"OPTISCELL";"Raman Daten";"BHK 570";"BHK Faktor VII (Producer)";"BHKFVII_570_Medium_60wi_50sec_ZK11 (4)";"asc";"Medium";"BHKFVII";"_ZK";"50sec";"60wi";"~C:\\Users\\Pippow\\Arbeit\\LifeHCA\\MAVO_Optiscell\\BSCW\\OPTISCELL\\Raman Daten\\BHK 570\\BHK Faktor VII (Producer)\\BHKFVII_570_Medium_60wi_50sec_ZK11 (4).asc";""
"dccbeeec";"2015-03-19, 13:01:24";"2015-03-19, 13:01:24";"2015-03-19, 13:01:24";"C:";"Users";"Pippow";"Arbeit";"LifeHCA";"MAVO_Optiscell";"BSCW";"OPTISCELL";"Raman Daten";"BHK 570";"BHK Faktor VII (Producer)";"BHKFVII_570_Medium_60wi_50sec_ZK11 (5)";"asc";"Medium";"BHKFVII";"_ZK";"50sec";"60wi";"~C:\\Users\\Pippow\\Arbeit\\LifeHCA\\MAVO_Optiscell\\BSCW\\OPTISCELL\\Raman Daten\\BHK 570\\BHK Faktor VII (Producer)\\BHKFVII_570_Medium_60wi_50sec_ZK11 (5).asc";""
"7f9d6845";"2015-03-19, 13:01:24";"2015-03-19, 13:01:24";"2015-03-19, 13:01:24";"C:";"Users";"Pippow";"Arbeit";"LifeHCA";"MAVO_Optiscell";"BSCW";"OPTISCELL";"Raman Daten";"BHK 570";"BHK Faktor VII (Producer)";"BHKFVII_570_Medium_60wi_50sec_ZK11 (6)";"asc";"Medium";"BHKFVII";"_ZK";"50sec";"60wi";"~C:\\Users\\Pippow\\Arbeit\\LifeHCA\\MAVO_Optiscell\\BSCW\\OPTISCELL\\Raman Daten\\BHK 570\\BHK Faktor VII (Producer)\\BHKFVII_570_Medium_60wi_50sec_ZK11 (6).asc";""
